Date,Hour,Discharge Rate (cumecs),Rainfall Data (mm),Water Level (m)
2021-04-25,21,21.35,0,1.27
2021-04-25,22,24.55,0,1.43
2021-04-25,23,27.09,0,1.55
2021-04-25,24,27.97,0,1.59
2021-04-26,1,27.09,0,1.55
2021-04-26,2,26.23,0,1.51
2021-04-26,3,25.59,0,1.48
2021-04-26,4,24.55,0,1.43
2021-04-26,5,23.73,0,1.39
2021-04-26,6,23.12,0,1.36
2021-04-26,7,22.32,0,1.32
2021-04-26,8,21.54,0,1.28
2021-04-26,9,20.96,0,1.25
2021-04-26,10,20.39,0,1.22
2021-04-26,11,20.02,0,1.2
2021-04-26,12,19.83,0,1.19
2021-04-26,13,19.46,0,1.17
2021-04-26,14,19.09,0,1.15
2021-04-26,15,18.91,0,1.14
2021-04-26,16,18.55,0,1.12
2021-04-26,17,18.37,0,1.11
2021-04-26,18,18.01,0,1.09
2021-04-26,19,17.49,0,1.06
2021-04-26,20,17.31,0,1.05
2021-04-26,21,17.14,0,1.04
2021-04-26,22,17.14,0,1.04
2021-04-26,23,17.31,0,1.05
2021-04-26,24,17.66,0,1.07
2021-04-27,1,19.83,0,1.19
2021-04-27,2,23.12,0,1.36
2021-04-27,3,27.09,0,1.55
2021-04-27,4,27.97,0,1.59
2021-04-27,5,27.09,0,1.55
2021-04-27,6,26.23,0,1.51
2021-04-27,7,25.17,0,1.46
2021-04-27,8,24.55,0,1.43
2021-04-27,9,23.93,0,1.4
2021-04-27,10,23.52,0,1.38
2021-04-27,11,23.12,0,1.36
2021-04-27,12,22.52,0,1.33
2021-04-27,13,21.93,0,1.3
2021-04-27,14,21.15,0,1.26
2021-04-27,15,20.58,0,1.23
2021-04-27,16,20.02,0,1.2
2021-04-27,17,19.28,0,1.16
2021-04-27,18,18.73,0,1.13
2021-04-27,19,18.37,0,1.11
2021-04-27,20,18.01,0,1.09
2021-04-27,21,17.66,0,1.07
2021-04-27,22,21.15,0,1.26
2021-04-27,23,23.52,0,1.38
2021-04-27,24,25.81,0,1.49
2021-04-28,1,27.53,8.9,1.57
2021-04-28,2,28.86,0,1.63
2021-04-28,3,29.54,0.4,1.66
2021-04-28,4,27.09,0,1.55
2021-04-28,5,24.96,0,1.45
2021-04-28,6,23.32,0,1.37
2021-04-28,7,22.13,0,1.31
2021-04-28,8,20.96,0,1.25
2021-04-28,9,20.39,0,1.22
2021-04-28,10,20.02,0,1.2
2021-04-28,11,20.02,0,1.2
2021-04-28,12,19.83,0,1.19
2021-04-28,13,19.46,0,1.17
2021-04-28,14,19.09,0,1.15
2021-04-28,15,18.73,0,1.13
2021-04-28,16,18.37,0,1.11
2021-04-28,17,18.01,0,1.09
2021-04-28,18,17.66,0,1.07
2021-04-28,19,18.01,0,1.09
2021-04-28,20,19.28,0,1.16
2021-04-28,21,20.96,0,1.25
2021-04-28,22,27.53,0,1.57
2021-04-28,23,35.74,0,1.92
2021-04-28,24,45.01,0,2.27
2021-04-29,1,43.35,0,2.21
2021-04-29,2,41.18,0,2.13
2021-04-29,3,39.58,0,2.07
2021-04-29,4,35.74,0,1.92
2021-04-29,5,31.85,0,1.76
2021-04-29,6,29.54,0,1.66
2021-04-29,7,27.31,0,1.56
2021-04-29,8,25.59,0,1.48
2021-04-29,9,24.14,0,1.41
2021-04-29,10,23.12,0,1.36
2021-04-29,11,22.32,0,1.32
2021-04-29,12,21.93,0,1.3
2021-04-29,13,21.35,0,1.27
2021-04-29,14,20.77,0,1.24
2021-04-29,15,20.2,0,1.21
2021-04-29,16,20.02,0.2,1.2
2021-04-29,17,20.2,2.8,1.21
2021-04-29,18,20.96,3.3,1.25
2021-04-29,19,24.14,0.1,1.41
2021-04-29,20,32.57,0,1.79
2021-04-29,21,42.25,0,2.17
2021-04-29,22,43.07,0,2.2
2021-04-29,23,40.11,0,2.09
2021-04-29,24,36.49,0,1.95
2021-04-30,1,33.53,0,1.83
2021-04-30,2,30,0,1.68
2021-04-30,3,27.09,0,1.55
2021-04-30,4,26.02,0,1.5
2021-04-30,5,24.96,0,1.45
2021-04-30,6,23.93,0,1.4
2021-04-30,7,22.92,0,1.35
2021-04-30,8,22.52,0,1.33
2021-04-30,9,21.93,0,1.3
2021-04-30,10,21.35,0,1.27
2021-04-30,11,21.15,0,1.26
2021-04-30,12,20.77,0,1.24
2021-04-30,13,20.2,0,1.21
2021-04-30,14,20.02,0,1.2
2021-04-30,15,19.64,0,1.18
2021-04-30,16,19.28,0,1.16
2021-04-30,17,19.09,0,1.15
2021-04-30,18,18.91,0,1.14
2021-04-30,19,18.73,0,1.13
2021-04-30,20,19.09,0,1.15
2021-04-30,21,20.02,0.1,1.2
2021-04-30,22,20.2,0,1.21
2021-04-30,23,20.2,0,1.21
2021-04-30,24,20.2,0,1.21
2021-05-01,1,20.39,0,1.15
2021-05-01,2,20.58,0,1.25
2021-05-01,3,20.58,0,1.3
2021-05-01,4,20.58,0,1.32
2021-05-01,5,20.58,0,1.25
2021-05-01,6,20.58,0,1.15
2021-05-01,7,21.93,0,1.1
2021-05-01,8,23.73,0,1.09
2021-05-01,9,23.93,0,1.05
2021-05-01,10,23.73,0,1
2021-05-01,11,23.32,0,0.95
2021-05-01,12,22.52,0,0.9
2021-05-01,13,21.73,0,0.87
2021-05-01,14,21.35,0,0.84
2021-05-01,15,22.32,30,0.81
2021-05-01,16,23.52,18.9,0.77
2021-05-01,17,24.55,0.1,0.73
2021-05-01,18,25.59,0,0.7
2021-05-01,19,27.31,0,0.68
2021-05-01,20,28.86,0,0.66
2021-05-01,21,30.69,0,0.65
2021-05-01,22,31.38,0,0.63
2021-05-01,23,31.15,0,0.63
2021-05-01,24,30.45,0,0.62
2021-05-02,1,29.54,0,0.6
2021-05-02,2,28.64,0,0.59
2021-05-02,3,27.97,0,0.58
2021-05-02,4,26.45,0,0.58
2021-05-02,5,24.96,0,0.57
2021-05-02,6,24.14,0,0.56
2021-05-02,7,22.92,0,0.55
2021-05-02,8,22.13,0,0.54
2021-05-02,9,21.35,0,0.53
2021-05-02,10,20.58,0,0.52
2021-05-02,11,20.2,0,0.5
2021-05-02,12,19.83,0,0.48
2021-05-02,13,19.46,0,0.46
2021-05-02,14,19.28,0,0.44
2021-05-02,15,18.91,0,0.43
2021-05-02,16,18.55,0,0.43
2021-05-02,17,18.19,0,0.43
2021-05-02,18,19.83,0,0.43
2021-05-02,19,24.75,0,0.47
2021-05-02,20,26.66,0,0.48
2021-05-02,21,26.23,0,0.48
2021-05-02,22,25.38,0,0.47
2021-05-02,23,24.96,1.2,0.47
2021-05-02,24,24.34,0.5,0.5
2021-05-03,1,23.73,0,0.5
2021-05-03,2,22.92,0,0.51
2021-05-03,3,22.52,0,0.51
2021-05-03,4,23.12,0,0.52
2021-05-03,5,24.14,0,0.53
2021-05-03,6,25.17,0,0.53
2021-05-03,7,28.42,0,0.52
2021-05-03,8,31.38,0,0.5
2021-05-03,9,33.28,0,0.48
2021-05-03,10,33.77,0,0.46
2021-05-03,11,34.01,0,0.45
2021-05-03,12,32.33,0,0.44
2021-05-03,13,30.69,0,0.44
2021-05-03,14,29.09,0,0.44
2021-05-03,15,27.53,0,0.44
2021-05-03,16,26.02,2.2,0.46
2021-05-03,17,24.55,0.5,0.5
2021-05-03,18,27.09,55.3,0.54
2021-05-03,19,47.28,25.6,0.6
2021-05-03,20,66.09,1.3,0.72
2021-05-03,21,93.6,0.1,0.8
2021-05-03,22,118.96,0,0.95
2021-05-03,23,147.86,0,1.08
2021-05-03,24,165.09,0,1.05
2021-05-04,1,172.14,0,1.05
2021-05-04,2,178.78,0,1
2021-05-04,3,182.71,0,0.98
2021-05-04,4,187.25,0,0.98
2021-05-04,5,190.69,0,0.95
2021-05-04,6,192.43,0,0.93
2021-05-04,7,193.01,0,0.92
2021-05-04,8,193.01,0,0.94
2021-05-04,9,191.85,0,0.98
2021-05-04,10,188.97,0,0.97
2021-05-04,11,183.27,0,0.95
2021-05-04,12,174.89,0,0.92
2021-05-04,13,165.63,0,0.9
2021-05-04,14,154.53,0,0.89
2021-05-04,15,144.83,0,0.84
2021-05-04,16,135.44,0,0.81
2021-05-04,17,125.89,25.5,0.79
2021-05-04,18,118.96,8.9,0.78
2021-05-04,19,110.9,5,0.77
2021-05-04,20,106.98,3.3,0.75
2021-05-04,21,102.7,0,0.84
2021-05-04,22,100.18,0,0.95
2021-05-04,23,98.93,0,1.15
2021-05-04,24,97.28,0,1.35
2021-05-05,1,94.01,0,1.6
2021-05-05,2,91.2,0,1.85
2021-05-05,3,88.03,0,1.95
2021-05-05,4,85.31,0,1.8
2021-05-05,5,81.87,0,1.46
2021-05-05,6,78.51,0,1.38
2021-05-05,7,73.77,0,1.3
2021-05-05,8,70.93,0,1.21
2021-05-05,9,67.11,0,1.1
2021-05-05,10,63.07,0,1.05
2021-05-05,11,59.79,0,1
2021-05-05,12,56.92,0,0.98
2021-05-05,13,53.81,0,0.97
2021-05-05,14,50.79,0,0.9
2021-05-05,15,48.15,0,1.07
2021-05-05,16,45.29,0,1.11
2021-05-05,17,42.53,0,1.15
2021-05-05,18,40.11,6.9,1.2
2021-05-05,19,38.28,8.8,1.26
2021-05-05,20,36.74,4.7,1.24
2021-05-05,21,34.99,0,1.36
2021-05-05,22,34.26,0,1.45
2021-05-05,23,34.99,0,1.6
2021-05-05,24,35.99,0,1.75
2021-05-06,1,36.49,,1.87
2021-05-06,2,38.02,,1.92
2021-05-06,3,41.44,,1.85
2021-05-06,4,47,,1.8
2021-05-06,5,52.29,,1.78
2021-05-06,6,55.05,,1.73
2021-05-06,7,55.67,,1.63
2021-05-06,8,54.74,,1.55
2021-05-06,9,52.9,,1.45
2021-05-06,10,50.2,,1.35
2021-05-06,11,47.57,,1.3
2021-05-06,12,44.73,,1.25
2021-05-06,13,41.98,,1.2
2021-05-06,14,39.32,,1.15
2021-05-06,15,37.51,,1.1
2021-05-06,16,36.49,,1.07
2021-05-06,17,38.02,,1.05
2021-05-06,18,41.44,,0.97
2021-05-06,19,47,,0.95
2021-05-06,20,68.49,,0.92
2021-05-06,21,93.6,,0.9
2021-05-06,22,106.98,,0.9
2021-05-06,23,112.67,,0.85
2021-05-06,24,115.79,,0.83
2021-05-07,1,115.35,0,0.8
2021-05-07,2,114.45,0,0.8
2021-05-07,3,112.23,0,0.78
2021-05-07,4,109.59,0,0.75
2021-05-07,5,103.55,0,0.75
2021-05-07,6,100.18,0,0.73
2021-05-07,7,94.01,0,0.73
2021-05-07,8,88.03,0,0.72
2021-05-07,9,82.25,0,0.69
2021-05-07,10,77.03,0,0.67
2021-05-07,11,71.63,0,0.66
2021-05-07,12,67.45,0,0.65
2021-05-07,13,63.4,0,0.54
2021-05-07,14,60.12,0.1,0.63
2021-05-07,15,57.24,0,0.62
2021-05-07,16,54.12,0,0.61
2021-05-07,17,51.99,2.9,0.61
2021-05-07,18,52.9,0,0.6
2021-05-07,19,58.19,0,0.6
2021-05-07,20,85.7,0,0.59
2021-05-07,21,111.34,0,0.58
2021-05-07,22,119.87,0,0.58
2021-05-07,23,119.87,0,0.58
2021-05-07,24,118.96,0,0.6
2021-05-08,1,120.33,0,0.65
2021-05-08,2,124.02,0,0.67
2021-05-08,3,126.83,0,0.7
2021-05-08,4,129.19,0,0.68
2021-05-08,5,128.72,0,0.66
2021-05-08,6,127.77,0,0.65
2021-05-08,7,124.02,0,0.63
2021-05-08,8,117.6,0,0.59
2021-05-08,9,112.23,0,0.56
2021-05-08,10,104.83,0,0.52
2021-05-08,11,97.69,0,0.48
2021-05-08,12,91.2,0,0.43
2021-05-08,13,84.54,0,0.4
2021-05-08,14,78.51,0,0.37
2021-05-08,15,67.8,0,0.35
2021-05-08,16,66.43,0.2,0.39
2021-05-08,17,61.42,2.6,0.45
2021-05-08,18,58.83,30.1,0.55
2021-05-08,19,58.51,4.9,0.56
2021-05-08,20,60.44,0,0.56
2021-05-08,21,68.49,0,0.58
2021-05-08,22,81.5,0,0.58
2021-05-08,23,92.8,0,0.58
2021-05-08,24,101.44,0,0.57
2021-05-09,1,112.23,0,0.57
2021-05-09,2,119.87,0,0.57
2021-05-09,3,127.77,0,0.57
2021-05-09,4,133.02,0,0.57
2021-05-09,5,136.9,0,0.56
2021-05-09,6,138.86,0,0.56
2021-05-09,7,138.37,0,0.55
2021-05-09,8,136.41,0,0.53
2021-05-09,9,132.06,0,0.52
2021-05-09,10,126.83,0,0.51
2021-05-09,11,119.87,0,0.5
2021-05-09,12,112.23,0,0.48
2021-05-09,13,104.83,0,0.47
2021-05-09,14,98.1,0,0.46
2021-05-09,15,91.2,0,0.45
2021-05-09,16,84.93,0,0.49
2021-05-09,17,78.51,0.4,0.53
2021-05-09,18,74.13,0.6,0.57
2021-05-09,19,73.41,9,0.67
2021-05-09,20,75.21,13.3,0.86
2021-05-09,21,74.13,1.2,0.95
2021-05-09,22,73.41,0.4,1.2
2021-05-09,23,72.7,0.2,1.4
2021-05-09,24,76.3,0.1,1.52
2021-05-10,1,78.51,0,1.5
2021-05-10,2,80,0,1.45
2021-05-10,3,81.5,0,1.3
2021-05-10,4,83.01,0,1.18
2021-05-10,5,83.77,0,1.1
2021-05-10,6,82.63,0,1.05
2021-05-10,7,80.37,0,0.95
2021-05-10,8,77.77,0,0.89
2021-05-10,9,74.13,0,0.84
2021-05-10,10,74.85,0,0.8
2021-05-10,11,74.85,0,0.77
2021-05-10,12,74.49,0,0.74
2021-05-10,13,66.09,0,0.71
2021-05-10,14,61.09,0,0.68
2021-05-10,15,57.87,5.5,0.67
2021-05-10,16,55.36,0,0.66
2021-05-10,17,52.6,0,0.65
2021-05-10,18,50.79,0,0.65
2021-05-10,19,49.9,0,0.65
2021-05-10,20,48.73,0,0.64
2021-05-10,21,47.86,0,0.62
2021-05-10,22,47.86,0,0.62
2021-05-10,23,47.57,0,0.68
2021-05-10,24,47.28,0,0.75
2021-05-11,1,46.14,0,0.83
2021-05-11,2,45.01,2.3,0.95
2021-05-11,3,43.62,,1.02
2021-05-11,4,41.98,0,0.98
2021-05-11,5,40.64,0,0.95
2021-05-11,6,39.58,0,0.92
2021-05-11,7,38.28,0.6,0.87
2021-05-11,8,36.74,0.6,0.86
2021-05-11,9,35.74,0,0.85
2021-05-11,10,34.75,0,0.85
2021-05-11,11,34.01,0,0.84
2021-05-11,12,33.04,0,0.82
2021-05-11,13,32.09,0,0.8
2021-05-11,14,31.38,0,0.79
2021-05-11,15,30.69,0,0.77
2021-05-11,16,30,0,0.75
2021-05-11,17,29.31,0,0.73
2021-05-11,18,28.64,0,0.71
2021-05-11,19,27.97,0,0.71
2021-05-11,20,27.31,0.2,0.7
2021-05-11,21,26.88,1.1,0.64
2021-05-11,22,28.42,0,0.63
2021-05-11,23,45.86,0,0.62
2021-05-11,24,59.47,0,0.62
2021-05-12,1,65.75,0,0.6
2021-05-12,2,75.21,0,0.6
2021-05-12,3,88.42,0.1,0.57
2021-05-12,4,99.35,0.3,0.57
2021-05-12,5,103.98,0.5,0.55
2021-05-12,6,105.69,0,0.53
2021-05-12,7,103.55,0.1,0.57
2021-05-12,8,99.35,0,0.54
2021-05-12,9,94.01,0,0.51
2021-05-12,10,88.03,0,0.53
2021-05-12,11,81.5,0,0.54
2021-05-12,12,75.21,0,0.55
2021-05-12,13,69.18,0,0.56
2021-05-12,14,64.4,2.5,0.55
2021-05-12,15,60.77,4.6,0.54
2021-05-12,16,58.19,0,0.52
2021-05-12,17,55.05,0,0.51
2021-05-12,18,53.51,0,0.55
2021-05-12,19,53.81,0.9,1.1
2021-05-12,20,53.81,17.7,2
2021-05-12,21,52.6,0.2,2.55
2021-05-12,22,50.79,0,3
2021-05-12,23,49.02,0.9,3.6
2021-05-12,24,47.86,0.1,4.1
2021-05-13,1,47.28,13.2,4.15
2021-05-13,2,46.14,3.9,4.15
2021-05-13,3,45.29,,4.12
2021-05-13,4,44.18,,4.1
2021-05-13,5,43.35,,4.07
2021-05-13,6,42.25,,4.05
2021-05-13,7,41.18,,3.9
2021-05-13,8,40.38,,3.7
2021-05-13,9,39.58,,3.55
2021-05-13,10,38.8,0,3.25
2021-05-13,11,38.54,1.8,3.1
2021-05-13,12,38.54,4.2,2.94
2021-05-13,13,39.06,0,2.74
2021-05-13,14,40.64,0.8,2.65
2021-05-13,15,41.71,0.6,2.44
2021-05-13,16,43.35,4.3,2.2
2021-05-13,17,44.73,1.4,2.1
2021-05-13,18,45.86,3.5,2
2021-05-13,19,47.86,3.3,1.92
2021-05-13,20,53.2,4.5,1.8
2021-05-13,21,58.19,2.3,1.7
2021-05-13,22,62.41,0,1.59
2021-05-13,23,66.09,1.8,1.5
2021-05-13,24,71.99,9.4,1.42
2021-05-14,1,78.51,0.1,1.35
2021-05-14,2,78.51,0.1,1.3
2021-05-14,3,88.42,0,1.25
2021-05-14,4,98.52,0.1,1.2
2021-05-14,5,110.46,0,1.18
2021-05-14,6,124.96,0,1.16
2021-05-14,7,136.41,0,1.13
2021-05-14,8,141.33,0,1.09
2021-05-14,9,140.84,0,1.07
2021-05-14,10,136.41,0,1.03
2021-05-14,11,130.14,0,1
2021-05-14,12,124.02,0,0.98
2021-05-14,13,117.6,0,0.96
2021-05-14,14,112.23,0,0.93
2021-05-14,15,107.41,0,0.9
2021-05-14,16,102.7,0,0.88
2021-05-14,17,98.1,0,0.87
2021-05-14,18,94.41,0,1.05
2021-05-14,19,90.4,0,1.15
2021-05-14,20,86.47,0,1.22
2021-05-14,21,83.01,0,1.3
2021-05-14,22,79.25,0,1.35
2021-05-14,23,75.21,0,1.37
2021-05-14,24,72.34,2.8,1.4
2021-05-15,1,70.23,0,1.5
2021-05-15,2,67.11,0,1.6
2021-05-15,3,65.41,0,1.65
2021-05-15,4,65.75,0,1.6
2021-05-15,5,73.41,0,1.57
2021-05-15,6,83.39,0,1.55
2021-05-15,7,90,0,1.52
2021-05-15,8,91.2,0,1.49
2021-05-15,9,88.82,0,1.45
2021-05-15,10,84.54,0,1.4
2021-05-15,11,78.51,0,1.3
2021-05-15,12,73.41,0,1.27
2021-05-15,13,69.18,0,1.24
2021-05-15,14,68.49,0,1.19
2021-05-15,15,60.77,0,1.12
2021-05-15,16,57.56,0,1.1
2021-05-15,17,54.43,0,1.05
2021-05-15,18,51.69,0,1.03
2021-05-15,19,49.32,0,1.15
2021-05-15,20,47.28,0,1.28
2021-05-15,21,45.01,0,1.41
2021-05-15,22,43.35,0,1.88
2021-05-15,23,41.71,0,2.6
2021-05-15,24,39.85,0,3
2021-05-16,1,38.8,0,3.76
2021-05-16,2,37.25,0,4.49
2021-05-16,3,36.24,0,4.98
2021-05-16,4,34.99,0,5.2
2021-05-16,5,34.01,0,5.25
2021-05-16,6,32.8,0,5.2
2021-05-16,7,32.33,0,5.12
2021-05-16,8,31.62,0,5.02
2021-05-16,9,30.92,0,4.92
2021-05-16,10,30.92,0,4.93
2021-05-16,11,29.77,0,4.73
2021-05-16,12,29.31,0,4.63
2021-05-16,13,28.86,0,4.5
2021-05-16,14,28.64,0,4.36
2021-05-16,15,27.97,0,4.23
2021-05-16,16,27.75,0,4.15
2021-05-16,17,27.31,0,4
2021-05-16,18,27.09,0,3.86
2021-05-16,19,26.66,0,3.77
2021-05-16,20,26.23,0,3.62
2021-05-16,21,25.81,0,3.5
2021-05-16,22,25.59,0,3.38
2021-05-16,23,25.17,0,3.28
2021-05-16,24,24.96,0,3.19
2021-05-17,1,24.55,0,3.1
2021-05-17,2,24.34,0,3
2021-05-17,3,24.14,0,2.87
2021-05-17,4,23.93,0,2.55
2021-05-17,5,23.73,0,2.66
2021-05-17,6,23.73,0,2.55
2021-05-17,7,23.32,0,2.5
2021-05-17,8,23.12,0,2.43
2021-05-17,9,23.12,0,2.27
2021-05-17,10,22.92,0,2.18
2021-05-17,11,22.72,0,2.05
2021-05-17,12,21.73,0,2.01
2021-05-17,13,20.02,0,1.9
2021-05-17,14,20.58,0,1.82
2021-05-17,15,21.15,0,1.8
2021-05-17,16,21.35,0,1.8
2021-05-17,17,22.13,0,2.05
2021-05-17,18,23.12,0,2.46
2021-05-17,19,23.12,0,2.99
2021-05-17,20,22.52,0,3.28
2021-05-17,21,21.93,0,3.35
2021-05-17,22,21.35,0,3.3
2021-05-17,23,20.96,0,3.2
2021-05-17,24,20.77,0,3.09
2021-05-18,1,20.58,0,3
2021-05-18,2,20.39,0,3
2021-05-18,3,20.2,0,3.05
2021-05-18,4,20.02,0,3.1
2021-05-18,5,20.02,0,3.12
2021-05-18,6,19.83,0,3.1
2021-05-18,7,19.83,0,3.02
2021-05-18,8,19.83,0,3.02
2021-05-18,9,19.64,0,3.02
2021-05-18,10,19.64,0,3.04
2021-05-18,11,19.46,0,3.38
2021-05-18,12,19.46,0,3.34
2021-05-18,13,19.28,0,3.46
2021-05-18,14,19.09,0,3.55
2021-05-18,15,18.91,0,3.61
2021-05-18,16,18.55,0,3.83
2021-05-18,17,18.19,0,4.03
2021-05-18,18,18.19,0,4.34
2021-05-18,19,18.37,0,4.46
2021-05-18,20,18.37,0,4.55
2021-05-18,21,18.19,0,4.88
2021-05-18,22,18.55,0,5.2
2021-05-18,23,18.91,0,5.32
2021-05-18,24,18.91,0,5.18
2021-05-19,1,18.73,0,5.13
2021-05-19,2,18.55,0,4.9
2021-05-19,3,18.37,0,4.7
2021-05-19,4,18.37,0,4.61
2021-05-19,5,18.19,0,4.55
2021-05-19,6,17.84,0,4.52
2021-05-19,7,17.66,1.4,4.56
2021-05-19,8,17.66,0,5.05
2021-05-19,9,17.66,0,6.05
2021-05-19,10,17.66,0,6.9
2021-05-19,11,17.66,0,7.52
2021-05-19,12,17.84,2.3,8
2021-05-19,13,18.01,0,8.32
2021-05-19,14,18.55,0,8.52
2021-05-19,15,18.91,0,8.63
2021-05-19,16,19.09,0,8.67
2021-05-19,17,19.09,0,8.67
2021-05-19,18,19.09,0,8.67
2021-05-19,19,18.91,0,8.65
2021-05-19,20,18.91,0,8.61
2021-05-19,21,18.37,0,8.57
2021-05-19,22,18.37,0,8.52
2021-05-19,23,18.37,0,8.48
2021-05-19,24,18.55,0,8.44
2021-05-20,1,18.55,0,8.4
2021-05-20,2,19.09,0,8.35
2021-05-20,3,19.64,0,8.3
2021-05-20,4,19.64,3.2,8.25
2021-05-20,5,19.64,0.2,8.18
2021-05-20,6,18.91,1.2,8.08
2021-05-20,7,18.73,0,7.97
2021-05-20,8,18.55,0,7.87
2021-05-20,9,18.37,0,7.75
2021-05-20,10,18.37,0,7.63
2021-05-20,11,18.19,0,7.48
